Hawaii Nonprofit Name,EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
MAKE-A-WISH FOUNDATION OF HAWAII,990220777,MAKE-A-WISH FOUNDATION OF HAWAII INC,,900 FORT STREET MALL STE 1200,HONOLULU,HI,96813-3716,0.0,3.0,3.0,1000.0,198504.0,1.0,15.0,998000000.0,1.0,1.0,202308.0,7.0,7.0,1.0,0.0,8.0,8436729.0,6445469.0,4487088.0,E86Z,
MALAMA PONO HEALTH SERVICES,990260914,MALAMA PONO HEALTH SERVICES,,PO BOX 1950,LIHUE,HI,96766-5950,0.0,3.0,3.0,1000.0,199311.0,1.0,15.0,320000000.0,5.0,1.0,202406.0,4.0,6.0,1.0,0.0,6.0,458958.0,1184135.0,1184135.0,G81Z,
MALAMA PREGNANCY CENTER OF MAUI,454435035,MALAMA PREGNANCY CENTER OF MAUI,,1710 KAAHUMANU AVE 423,WAILUKU,HI,96793-2477,0.0,3.0,3.0,1200.0,201209.0,1.0,15.0,0.0,1.0,1.0,202312.0,4.0,4.0,1.0,0.0,12.0,264933.0,189427.0,189427.0,P40,
MALAMALAMA FARM AND CENTER,261769632,MALAMALAMA FARM AND CENTER,% SYLVIA CENZANO,1120 KAUPAKALUA RD,HAIKU,HI,96708-5238,0.0,3.0,3.0,2000.0,201007.0,1.0,16.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,B99,
MANA OLANA PINK PADDLERS,273021938,MANA OLANA PINK PADDLERS,% MANA OLANA PINK PADDLERS,PO BOX 588,KIHEI,HI,96753-0588,0.0,3.0,3.0,1000.0,201106.0,1.0,15.0,0.0,1.0,1.0,202412.0,4.0,3.0,1.0,0.0,12.0,156619.0,59509.0,53256.0,G30,
MANAOLANA CENTER FOR HEALTH AND HEALING,474712907,MANAOLANA CENTER FOR HEALTH AND HEALING,% UMA SIVANATHAN,5855 KAPAHI RD,KAPAA,HI,96746-9138,0.0,3.0,3.0,1200.0,201605.0,1.0,16.0,0.0,1.0,1.0,202409.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,E70,
MARIAN C & WALTER G CHUCK FOUNDATION,990331596,MARIAN C & WALTER G CHUCK FOUNDATION,,1001 BISHOP ST STE 2450,HONOLULU,HI,96813-3404,0.0,3.0,3.0,1000.0,199704.0,1.0,4.0,600000000.0,1.0,1.0,202312.0,3.0,3.0,0.0,1.0,12.0,59707.0,51475.0,,T70Z,
MARIMED FOUNDATION FOR ISLAND HEALTH CARE TRAINING,990235066,MARIMED FOUNDATION FOR ISLAND HEALTH CARE TRAINING,,45-025 LIKEKE PL,KANEOHE,HI,96744-2426,0.0,3.0,3.0,1000.0,198412.0,1.0,15.0,179000000.0,1.0,1.0,202406.0,6.0,5.0,1.0,0.0,6.0,4692673.0,931518.0,575531.0,E21Z,
MATSUNAGA CHARITABLE FOUNDATION,990290102,MATSUNAGA CHARITABLE FOUNDATION,% MATT MATSUNAGA,745 FORT ST 1500,HONOLULU,HI,96813-3816,0.0,3.0,3.0,1000.0,199109.0,1.0,4.0,320000000.0,1.0,1.0,202312.0,3.0,2.0,0.0,1.0,12.0,99413.0,15046.0,,Z99,
MATTHEW INN FOUNDATION,842936279,MATTHEW INN FOUNDATION,% MATTHEW INN FOUNDATION,95-1009 WIKAO ST,MILILANI,HI,96789-3968,0.0,3.0,3.0,1000.0,202004.0,1.0,16.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E11,
MAUI A A INTERGROUP OF HAWAII,990263860,MAUI A A INTERGROUP OF HAWAII,,70 CENTRAL AVE STE 1,WAILUKU,HI,96793-1701,0.0,3.0,3.0,1000.0,199403.0,1.0,15.0,320000000.0,5.0,1.0,202412.0,3.0,3.0,1.0,0.0,12.0,34184.0,50071.0,41684.0,,
MAUI CLE SOLUTIONS,863662465,MAUI CLE SOLUTIONS,,16 ALANA PL,MAKAWAO,HI,96768-9002,0.0,3.0,3.0,1200.0,202108.0,1.0,16.0,0.0,1.0,1.0,202312.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,F20,
MAUI COUNTY AREA HEALTH EDUCATION CENTER INC,510527486,MAUI COUNTY AREA HEALTH EDUCATION CENTER INC,,PO BOX 52,KAUNAKAKAI,HI,96748-0052,0.0,3.0,3.0,1000.0,200510.0,1.0,16.0,0.0,1.0,1.0,202309.0,2.0,4.0,1.0,0.0,9.0,24721.0,108437.0,108437.0,B25,HULI AU OLA AHEC
MAUI COUNTY MEDICAL SOCIETY,990208045,MAUI COUNTY MEDICAL SOCIETY,,PO BOX 2091,WAILUKU,HI,96793-7091,0.0,6.0,3.0,2000.0,198109.0,2.0,0.0,205000000.0,1.0,1.0,202112.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,,
MAUI FAMILY SUPPORT SERVICES INC,NOT FOUND,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAUI FIREFIGHTERS RELIEF ASSOCIATION,996005380,MAUI FIREFIGHTERS RELIEF ASSOCIATION,,781 KOLU ST STE B,WAILUKU,HI,96793-1483,0.0,3.0,3.0,1000.0,202410.0,1.0,16.0,0.0,1.0,1.0,202312.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,F99,
MAUI HOPE,854311221,MAUI HOPE,% ANDREA RODGERS,PO BOX 790862,PAIA,HI,96779-0862,0.0,3.0,3.0,1000.0,202103.0,1.0,15.0,0.0,1.0,1.0,202412.0,4.0,6.0,1.0,0.0,12.0,361677.0,1229684.0,1229684.0,,
MAUI MEMORIAL HOSPITAL AUXILLIARY,996015743,MAUI MEMORIAL HOSPITAL AUXILLIARY,% VALERIE MEDEIROS,221 MAHALANI ST,WAILUKU,HI,96793-2526,0.0,3.0,3.0,1000.0,196807.0,1.0,16.0,160000000.0,5.0,1.0,202412.0,4.0,4.0,1.0,0.0,12.0,194854.0,113449.0,45736.0,,
MAUI PONO FOUNDATION,932930295,MAUI PONO FOUNDATION,,2800 PALALANI ST,MAKAWAO,HI,96768-8430,0.0,3.0,3.0,1000.0,202309.0,1.0,15.0,0.0,1.0,1.0,202412.0,5.0,4.0,1.0,0.0,12.0,633607.0,382972.0,316318.0,M99,
MAUI YOUTH & FAMILY SERVICES INC,NOT FOUND,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAUIFEST INTERNATIONAL CONVENTION,273564322,MAUIFEST INTERNATIONAL CONVENTION,% KAREN NELSON,161 HALONA ST,KIHEI,HI,96753-8523,0.0,3.0,3.0,1000.0,201103.0,1.0,16.0,0.0,1.0,1.0,202309.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,F19,
MAUNALANI FOUNDATION,990075234,MAUNALANI FOUNDATION,,5113 MAUNALANI CIR,HONOLULU,HI,96816-4019,0.0,3.0,3.0,1000.0,195012.0,1.0,12.0,152000000.0,1.0,1.0,202406.0,8.0,8.0,1.0,0.0,6.0,48701670.0,18080249.0,3354224.0,E110,
MAUNALANI NURSING AND REHABILITATION CENTER,990249327,MAUNALANI NURSING AND REHABILITATION CENTER,,5113 MAUNALANI CIR,HONOLULU,HI,96816-4019,0.0,3.0,3.0,1000.0,198704.0,1.0,11.0,150154000.0,1.0,1.0,202406.0,7.0,8.0,1.0,0.0,6.0,7514243.0,20173629.0,20173629.0,E91Z,
MCINERNY FOUNDATION,996002356,MCINERNY FOUNDATION,% BISHOP TRUST CO LTD,PO BOX 3170,HONOLULU,HI,96802-3170,0.0,3.0,3.0,1200.0,194409.0,1.0,4.0,59600602.0,5.0,1.0,202309.0,9.0,8.0,0.0,1.0,9.0,106032696.0,18297022.0,,,
MEN OF PA A,872712325,MEN OF PA A,,15-304 KAHAKAI BLVD,PAHOA,HI,96778-8909,0.0,3.0,3.0,1000.0,202201.0,1.0,15.0,0.0,1.0,1.0,202212.0,3.0,4.0,1.0,0.0,12.0,68525.0,153685.0,153685.0,F21,
MENS PURPOSE,884358953,MENS PURPOSE,% VANCE FONOIMOANA,56-394 PAHELEHALA LOOP,KAHUKU,HI,96731-2042,0.0,3.0,3.0,1000.0,202305.0,1.0,16.0,0.0,1.0,1.0,,0.0,0.0,2.0,0.0,12.0,,,,F50,
MENTAL HEALTH ASSOCIATION IN HAWAII INC,990076458,MENTAL HEALTH ASSOCIATION IN HAWAII INC,,200 N VINEYARD BLVD STE 200,HONOLULU,HI,96817-3938,0.0,3.0,1.0,1200.0,197003.0,1.0,15.0,179059000.0,5.0,1.0,202312.0,6.0,6.0,1.0,0.0,12.0,1023008.0,1008831.0,986367.0,F010,
MENTAL HEALTH KOKUA,990154505,MENTAL HEALTH KOKUA,,680 IWILEI RD STE 600,HONOLULU,HI,96817-5393,0.0,3.0,3.0,1000.0,197312.0,1.0,15.0,166179566.0,1.0,1.0,202406.0,8.0,8.0,1.0,0.0,6.0,21107557.0,18877202.0,18877202.0,F32,
MENTAL RESTORATIONS FOUNDATION,834290216,MENTAL RESTORATIONS FOUNDATION,% MICAH GAUTHIER,PO BOX 10896,HILO,HI,96721-5896,0.0,3.0,3.0,1000.0,202309.0,1.0,16.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,F30,
METACARE GLOBAL,923751861,METACARE GLOBAL,% MARC DESGRAVES,1360 S BERETANIA ST STE 301,HONOLULU,HI,96814-1520,0.0,3.0,3.0,1800.0,202305.0,1.0,16.0,0.0,1.0,1.0,,0.0,0.0,2.0,0.0,12.0,,,,E30,
MIDWIVES ALLIANCE OF HAWAII,474442675,MIDWIVES ALLIANCE OF HAWAII,% LEA MINTON,PO BOX 241,HAUULA,HI,96717-0241,0.0,3.0,3.0,2000.0,202011.0,1.0,16.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E01,
MILITARY ORDER OF THE PURPLE HEART OF THE USA,820551943,MILITARY ORDER OF THE PURPLE HEART OF THE USA,% KIYOSHI K FUJIMOTO,PO BOX 637,PEPEEKEO,HI,96783-0637,1495.0,19.0,9.0,1000.0,196008.0,1.0,0.0,908907000.0,5.0,1.0,202406.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,,731 CHAPTER
MISSION ALOHA FOUNDATION,852790293,MISSION ALOHA FOUNDATION,% RONALD GARBERSON,1269 KAINUI DR,KAILUA,HI,96734-1934,0.0,3.0,3.0,1000.0,202408.0,1.0,16.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E70,
MODO FOR THE PEOPLE,921215003,MODO FOR THE PEOPLE,,34 WAILEA GATEWAY CENTER STE A106,KIHEI,HI,96753-6525,0.0,3.0,3.0,1000.0,202306.0,1.0,15.0,0.0,1.0,1.0,202312.0,4.0,4.0,1.0,0.0,12.0,352965.0,374070.0,374070.0,E32,
MOLOAA IRRIGATION COOPERATIVE,275197165,MOLOAA IRRIGATION COOPERATIVE,,PO BOX 506,ANAHOLA,HI,96703-0506,0.0,12.0,3.0,1000.0,201112.0,2.0,0.0,0.0,1.0,1.0,202312.0,6.0,5.0,1.0,0.0,12.0,2639193.0,541491.0,541491.0,Y22,
MOLOKAI CANCER FUND,331065601,MOLOKAI CANCER FUND,% REYNOLDS AYAU,PO BOX 70,HOOLEHUA,HI,96729-0070,0.0,3.0,3.0,2000.0,201110.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,G30,
MOLOKAI GENERAL HOSPITAL,990251372,MOLOKAI GENERAL HOSPITAL,% ZESSICA APIKI,PO BOX 408,KAUNAKAKAI,HI,96748-0408,0.0,3.0,3.0,1000.0,198703.0,1.0,12.0,150000000.0,1.0,1.0,202406.0,8.0,8.0,1.0,0.0,6.0,43721613.0,32003730.0,23846815.0,E22Z,
MOLOKAI HEALTH FOUNDATION,990077342,MOLOKAI HEALTH FOUNDATION,% GLEN IZAWA,PO BOX 1070,KAUNAKAKAI,HI,96748-1070,0.0,3.0,3.0,1000.0,195206.0,1.0,12.0,150000000.0,5.0,1.0,202406.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,,
MOLOKAI OHANA HEALTH CARE INC,510437659,MOLOKAI OHANA HEALTH CARE INC,% SHANNA WILLING CFOO,PO BOX 2040,KAUNAKAKAI,HI,96748-2040,0.0,3.0,3.0,1000.0,200302.0,1.0,15.0,0.0,1.0,1.0,202406.0,6.0,6.0,1.0,0.0,6.0,3345155.0,4136211.0,4136211.0,E32,
MOMS ON A MISSION HAWAII,461545288,MOMS ON A MISSION HAWAII,% ROXANE KIMURA,98-820 MOANALOA ROAD UNIT 15-1 PMB,AIEA,HI,96701-5200,0.0,3.0,3.0,1000.0,201904.0,1.0,16.0,0.0,5.0,1.0,202312.0,3.0,0.0,2.0,0.0,12.0,34462.0,0.0,0.0,E70,
MORQUIO COMMUNITY,844616866,MORQUIO COMMUNITY,,1249 WILHELMINA RISE,HONOLULU,HI,96816-3218,0.0,3.0,3.0,1200.0,202004.0,1.0,15.0,0.0,1.0,1.0,202501.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,H80,
MUNSHA PSYCHIATRIC FOUNDATION INC,475303025,MUNSHA PSYCHIATRIC FOUNDATION INC,% MWENDALUBI YASA MD MPH,2651 MOOLIO PL,KIHEI,HI,96753-7139,0.0,3.0,3.0,1280.0,201512.0,1.0,4.0,0.0,1.0,1.0,202312.0,3.0,3.0,0.0,1.0,12.0,65721.0,84593.0,,F30,
MYRA W & JEAN KENT ANGUS FOUNDATION,010637863,MYRA W & JEAN KENT ANGUS FOUNDATION,% PACIFIC CENTURY TRUST,PO BOX 3170,HONOLULU,HI,96802-3170,0.0,3.0,3.0,1000.0,200206.0,1.0,4.0,0.0,2.0,1.0,202403.0,6.0,5.0,0.0,1.0,3.0,2999223.0,568044.0,,T20,
NATIONAL ALLIANCE ON MENTAL ILLNESS HAWAII,990272540,NATIONAL ALLIANCE ON MENTAL ILLNESS HAWAII,% EILEEN UCHIMA,770 KAPIOLANI BLVD STE 613,HONOLULU,HI,96813-5240,0.0,3.0,3.0,1000.0,199703.0,1.0,15.0,994000000.0,1.0,1.0,202412.0,7.0,6.0,1.0,0.0,12.0,5611287.0,2542411.0,2506120.0,,
NPHOUSECALL INC,475584047,NPHOUSECALL INC,,551 LII WAY,WAILUKU,HI,96793-1540,0.0,3.0,3.0,1000.0,201603.0,1.0,16.0,0.0,1.0,1.0,202312.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E92,
NA LEI WILI AREA HEALTH EDUCATION CENTER INC,990337948,NA LEI WILI AREA HEALTH EDUCATION CENTER INC,,4442 HARDY ST STE 205,LIHUE,HI,96766-1267,0.0,3.0,3.0,1000.0,200001.0,1.0,15.0,0.0,1.0,1.0,202306.0,3.0,4.0,1.0,0.0,6.0,71470.0,438198.0,438198.0,B99,
NA MAKA ONAONA,842027061,NA MAKA ONAONA,% PELIKA ANDRADE,PO BOX 947,KILAUEA,HI,96754-0947,0.0,3.0,3.0,1280.0,201907.0,1.0,16.0,0.0,1.0,1.0,202312.0,4.0,4.0,1.0,0.0,12.0,256189.0,275898.0,275898.0,N99,NA MAKA
NA PU'UWAI,NOT FOUND,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAN CHUL SHIN FOUNDATION,203306898,NAN CHUL SHIN FOUNDATION,% PATRICK NC SHIN,3170 NOELA DR,HONOLULU,HI,96815-4515,0.0,3.0,3.0,1000.0,200602.0,1.0,4.0,0.0,1.0,1.0,202312.0,3.0,1.0,0.0,1.0,12.0,35628.0,1711.0,,T22,
NAPU U WATER INC,202663131,NAPU U WATER INC,% JAMES W HIGGINS,71-1645 MAMALAHOA HWY,KAILUA KONA,HI,96740-8336,0.0,12.0,3.0,2000.0,200512.0,2.0,0.0,0.0,1.0,1.0,202312.0,6.0,6.0,1.0,0.0,12.0,1774384.0,1045078.0,1045078.0,Y22,
NATIONAL ASSOCIATION OF LETTER CARRIES,996008882,NATIONAL ASSOCIATION OF LETTER CARRIES,% M R COLLETTE,PO BOX 17278,HONOLULU,HI,96817-0278,685.0,5.0,9.0,3000.0,194409.0,2.0,0.0,263264279.0,5.0,1.0,202406.0,5.0,4.0,1.0,0.0,6.0,533260.0,389882.0,389882.0,,860 HONOLULU HAWAII
NATIONAL FEDERATION OF THE BLIND OF HAWAII,990223063,NATIONAL FEDERATION OF THE BLIND OF HAWAII,% DOROTHY FIFE,PO BOX 4605,HONOLULU,HI,96812-4605,0.0,3.0,3.0,1000.0,198407.0,1.0,15.0,160031000.0,1.0,1.0,202312.0,4.0,3.0,1.0,0.0,12.0,128992.0,53044.0,53044.0,,
NATIONAL KIDNEY FOUNDATION OF HAWAII,990266733,NATIONAL KIDNEY FOUNDATION OF HAWAII,% GLEN HAYASHIDA,1314 S KING ST STE 1555,HONOLULU,HI,96814-2073,0.0,3.0,3.0,1000.0,201404.0,1.0,15.0,0.0,1.0,1.0,202406.0,8.0,6.0,1.0,0.0,6.0,19039624.0,4124295.0,4037465.0,G44,
NATURAL HEALING RESEARCH FOUNDATION,201333341,NATURAL HEALING RESEARCH FOUNDATION,% JOYCE SETTLE,PO BOX 5128,KANEOHE,HI,96744-9128,0.0,3.0,3.0,1200.0,200504.0,1.0,15.0,0.0,1.0,1.0,202312.0,4.0,3.0,2.0,0.0,12.0,169665.0,36983.0,27249.0,E70,
NAULULA AU INC,883509554,NAULULA AU INC,,5521 KAWAIHAU RD,KAPAA,HI,96746-2239,0.0,3.0,3.0,1000.0,202210.0,1.0,16.0,0.0,1.0,1.0,,0.0,0.0,2.0,0.0,6.0,,,,F60,
NEHEMIAH CENTER INC,872568967,NEHEMIAH CENTER INC,,PO BOX 25,ELEELE,HI,96705-0025,0.0,3.0,3.0,1700.0,202212.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,F19,
NETTIE B & BENJAMIN C STEARNS TRUST,237382456,NETTIE B & BENJAMIN C STEARNS TRUST,% HAWAIIN TRUST COMPANY LIMITED,PO BOX 3170,HONOLULU,HI,96802-3170,0.0,3.0,3.0,1000.0,197407.0,1.0,4.0,602000000.0,2.0,1.0,202404.0,5.0,4.0,0.0,1.0,4.0,882983.0,303533.0,,,
NEVADA MOORE TRUST,996002346,NEVADA MOORE TRUST,,PO BOX 3170,HONOLULU,HI,96802-3170,0.0,3.0,3.0,1000.0,198803.0,1.0,4.0,602000000.0,2.0,1.0,202406.0,5.0,4.0,0.0,1.0,6.0,659457.0,199185.0,,,
NEW LEAF RANCH INC,472291143,NEW LEAF RANCH INC,% GARY AMBROSE,44 EMOLOA PL,WAILUKU,HI,96793-2939,0.0,3.0,3.0,1000.0,201504.0,1.0,15.0,0.0,1.0,1.0,202312.0,4.0,3.0,2.0,0.0,12.0,260030.0,29757.0,29757.0,F20,
NEW LIFE KAHUKU INC,464466230,NEW LIFE KAHUKU INC,,PO BOX 491,KAHUKU,HI,96731-0491,0.0,3.0,3.0,7000.0,201612.0,1.0,10.0,0.0,1.0,1.0,,0.0,0.0,6.0,0.0,12.0,,,,X21,
NOHONA HEALTH INC,883944386,NOHONA HEALTH INC,% CORY LEHANO,95 MAHALANI ST RM 28-1A,WAILUKU,HI,96793-2516,0.0,3.0,3.0,1000.0,202305.0,1.0,15.0,0.0,1.0,1.0,202312.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E32,
NORTH HAWAII COMMUNITY HOSPITAL INC,NOT FOUND,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTH HAWAII HOSPICE INC,990242050,NORTH HAWAII HOSPICE INC,,65-1328 KAWAIHAE RD,KAMUELA,HI,96743-8448,0.0,3.0,3.0,1000.0,198601.0,1.0,15.0,320000000.0,1.0,1.0,202406.0,6.0,6.0,1.0,0.0,6.0,4970275.0,2619477.0,2562492.0,P740,
NOURISH COLLECTIVE,992776571,NOURISH COLLECTIVE,,1920 KOMAIA DR,HONOLULU,HI,96822-1743,0.0,3.0,3.0,1000.0,202405.0,1.0,16.0,0.0,1.0,1.0,,0.0,0.0,2.0,0.0,12.0,,,,E60,
NUESTRO FUTURO INC,113522771,NUESTRO FUTURO INC,% ABIGAIL Q PERRIN,PO BOX 578,HAIKU,HI,96708-0578,0.0,3.0,3.0,2300.0,200006.0,1.0,3.0,0.0,1.0,1.0,202312.0,8.0,8.0,0.0,1.0,12.0,14265177.0,10776150.0,,T23,
O L MOORE FOUNDATION HAWAIIAN TRUST COMPANY LIMITED,NOT FOUND,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLANUR,201804240,OLANUR,% DIRECTOR,5095 NAPILIHAU ST 299,LAHAINA,HI,96761-8800,0.0,3.0,3.0,1000.0,200708.0,1.0,15.0,0.0,1.0,1.0,202306.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,Q30,
OAHU COMMUNITY MEDICINE,883218553,OAHU COMMUNITY MEDICINE,,14 AULIKE ST APT 309,KAILUA,HI,96734-2700,0.0,3.0,3.0,1000.0,202208.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E60,
OAHU INTERGROUP OF HAWAII INC,990204246,OAHU INTERGROUP OF HAWAII INC,% ADINA MURAKAMI,PO BOX 2384,HONOLULU,HI,96804-2384,0.0,3.0,3.0,1000.0,198106.0,1.0,15.0,0.0,5.0,1.0,202412.0,3.0,3.0,1.0,0.0,12.0,41211.0,80287.0,65854.0,F22Z,
OCEANIA COMMUNITY HEALTH,300135208,OCEANIA COMMUNITY HEALTH,% W THANE HANCOCK,1130 N NIMITZ HWY SUITE A-204,HONOLULU,HI,96817-5785,0.0,3.0,3.0,1000.0,202202.0,1.0,15.0,0.0,1.0,1.0,,0.0,0.0,2.0,0.0,10.0,,,,S50,
OCEANS LOVE HAWAII,825079621,OCEANS LOVE HAWAII,,PO BOX 11854,HONOLULU,HI,96828-0854,0.0,3.0,3.0,1200.0,201807.0,1.0,16.0,0.0,1.0,1.0,202312.0,1.0,0.0,2.0,0.0,12.0,1.0,0.0,0.0,E86,
OHANA LEARNING CENTER HAWAII,990938472,OHANA LEARNING CENTER HAWAII,,91-1043 HINAKEA ST,EWA BEACH,HI,96706-6561,0.0,3.0,3.0,2500.0,202402.0,1.0,16.0,0.0,1.0,1.0,,0.0,0.0,2.0,0.0,2.0,,,,F33,OLC HAWAII
OHANA MAKAMAE INC,990342126,OHANA MAKAMAE INC,,PO BOX 914,HANA,HI,96713-0914,0.0,3.0,3.0,1000.0,199911.0,1.0,15.0,0.0,1.0,1.0,202306.0,5.0,5.0,1.0,0.0,6.0,513297.0,591401.0,591401.0,F220,
OHANA SERVICES NETWORK,465602656,OHANA SERVICES NETWORK,% OHANA SERVICES NETWORK,PO BOX 701164,KAPOLEI,HI,96709-1164,0.0,3.0,3.0,1000.0,201407.0,1.0,16.0,0.0,1.0,1.0,202312.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,F20,
ONCOLOGY NURSING SOCIETY,521636006,ONCOLOGY NURSING SOCIETY,% LORI CONLEY,86-396 KAWILI ST,WAIANAE,HI,96792-2942,3187.0,6.0,9.0,2000.0,198109.0,2.0,0.0,161123000.0,5.0,1.0,,0.0,0.0,2.0,0.0,12.0,,,,,C221 HAWAII OAHU
ONE ACHORD - DBA NEW HORIZONS,NOT FOUND,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORDER OF THE MYSTIC EYE THE SONS AND DAUGHTERS OF AVALON,300527353,ORDER OF THE MYSTIC EYE THE SONS AND DAUGHTERS OF AVALON,% DJ COLBERT,1126 12TH AVE STE 203,HONOLULU,HI,96816-3715,0.0,3.0,3.0,7000.0,200906.0,1.0,10.0,0.0,1.0,1.0,,0.0,0.0,6.0,0.0,12.0,,,,X990,
ORTHOPEDIC RESEARCH AND EDUCATION FOUNDATION OF HAWAII,NOT FOUND,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALI MOMI FOUNDATION,383840327,PALI MOMI FOUNDATION,% CHENWEI LI,55 MERCHANT STREET 24TH FLOOR,HONOLULU,HI,96813-4333,0.0,3.0,3.0,1000.0,201107.0,1.0,15.0,0.0,1.0,1.0,202406.0,6.0,6.0,1.0,0.0,6.0,1202821.0,1278216.0,1275961.0,E112,
PFPO PENS FOR PALS ORGANIZATION INC,821483802,PFPO PENS FOR PALS ORGANIZATION INCORPORATED,,91-2011 KAIOLI ST APT 4404,EWA BEACH,HI,96706-6141,0.0,3.0,3.0,1700.0,201706.0,1.0,15.0,0.0,1.0,1.0,202111.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,X01,
PACIFIC BIRTH COLLECTIVE,842562504,PACIFIC BIRTH COLLECTIVE LLC,% SONYA NEISS,2580A ALA OLU PL,HAIKU,HI,96708-5078,0.0,3.0,3.0,1000.0,202204.0,1.0,16.0,0.0,1.0,1.0,202312.0,5.0,6.0,1.0,0.0,12.0,906287.0,1152423.0,1152423.0,E40,PACIFIC BIRTH COLLECTIVE
PACIFIC CANCER FOUNDATION,510548338,PACIFIC CANCER FOUNDATION,% NANCY LA JOY,95 MAHALANI ST RM 8,WAILUKU,HI,96793-2521,0.0,3.0,3.0,1000.0,200501.0,1.0,15.0,0.0,1.0,1.0,202406.0,4.0,5.0,1.0,0.0,6.0,245774.0,604719.0,579261.0,,
PACIFIC HEALTH MINISTRY,990281185,PACIFIC HEALTH MINISTRY,% ANKE FLOHR EX DIR,1245 YOUNG ST STE 204,HONOLULU,HI,96814-1958,0.0,3.0,3.0,1000.0,199610.0,1.0,16.0,320000000.0,1.0,1.0,202406.0,6.0,6.0,1.0,0.0,6.0,3844492.0,2356091.0,2266717.0,Z99Z,
PACIFIC HEALTH RESEARCH AND EDUCATION INSTITUTE,990312283,PACIFIC HEALTH RESEARCH AND EDUCATION INSTITUTE,,3375 KOAPAKA ST STE B220,HONOLULU,HI,96819-1885,0.0,3.0,3.0,2100.0,199409.0,1.0,12.0,161000000.0,1.0,1.0,202412.0,5.0,6.0,1.0,0.0,12.0,630636.0,1508756.0,1508756.0,,
PACIFIC HOUSING OAHU CORPORATION ELDERLY RESIDENCE,943270529,PACIFIC HOUSING OAHU CORPORATION ELDERLY RESIDENCE,,888 IWILEI RD STE 200,HONOLULU,HI,96817-5927,0.0,3.0,3.0,1000.0,199607.0,1.0,15.0,995380000.0,1.0,1.0,202312.0,6.0,4.0,1.0,0.0,12.0,3293081.0,317700.0,316861.0,L22,
PACIFIC INSTITUTE OF CHEMICAL DEPENDENCY INCORPORATED,990266850,PACIFIC INSTITUTE OF CHEMICAL DEPENDENCY INCORPORATED,% CHRISTINA LIPPERT,46-078 EMEPELA PL APT L106,KANEOHE,HI,96744-3962,0.0,3.0,3.0,1000.0,199304.0,1.0,16.0,320000000.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,F22B,
PACIFIC ISLAND HEALTH OFFICERS ASSOCIATION,200298040,PACIFIC ISLAND HEALTH OFFICERS ASSOCIATION,,733 BISHOP ST STE 1820,HONOLULU,HI,96813-4083,0.0,3.0,3.0,1000.0,200406.0,1.0,15.0,0.0,1.0,1.0,202406.0,6.0,7.0,1.0,0.0,6.0,2723302.0,9729156.0,9729156.0,E70,PIHOA
